"bin","age","income","age_scale","inc_scale","First Name","Last Name","Email"
"20-29",25,69100.0037433201,-1.0185244382521,0.103518789662073,"Ceyhan","Özbey","ceyhanözbey@hotmail.com"
"20-29",23,35404.2959238881,-1.13266079911365,-1.10914224829456,"Jesse","Hautala","jessehautala@msn.com"
"70-79",73,39957.7779371266,1.72074822242508,-0.945268847739183,"Pedro","Carlson","pedrocarlson@gmail.com"
"70-79",76,30712.216491195,1.89195276371741,-1.27800357465445,"Ezra","Clarke","ezraclarke@gmail.com"
"70-79",79,60859.2250298104,2.06315730500973,-0.193055222726905,"Julie","Willis","juliewillis@live.com"
"20-29",27,82780.4469073294,-0.904388077390552,0.595858659650114,"Felix","Nieto","felixnieto@gmail.com"
"60-69",62,78508.8918136924,1.09299823768656,0.442131411619089,"Vildan","Basoglu","vildanbasoglu@gmail.com"
"70-79",78,28897.092974915,2.00608912457896,-1.34332731200007,"Purificacion","Navarro","purificacionnavarro@gmail.com"
"20-29",20,36066.3904065963,-1.30386534040597,-1.08531440093403,"Liliam","Ribeiro","liliamribeiro@gmail.com"
"20-29",27,82016.6862585332,-0.904388077390552,0.568371990247505,"Constance","Howard","constancehoward@gmail.com"
"50-59",55,81301.3530467975,0.693520974671139,0.542628156057205,"Helmi","Anttila","helmianttila@verizon.net"
"30-39",31,92944.0040699211,-0.676115355667453,0.96163075870103,"Adam","Fields","adamfields@gmail.com"
"40-49",47,71654.4888724021,0.236975531224942,0.19545110948979,"Hélèna","Nguyen","hélènanguyen@gmail.com"
"40-49",44,59910.8076781209,0.0657709899326176,-0.227187426634864,"Mikkel","Petersen","mikkelpetersen@gmail.com"
"30-39",38,100592.414719473,-0.27663809265203,1.23688627927672,"Sophia","Wang","sophiawang@gmail.com"
"40-49",40,59198.6484116816,-0.162501731790481,-0.252817035006903,"Oona","Koskinen","oonakoskinen@yahoo.com"
"20-29",23,43974.2318183472,-1.13266079911365,-0.800722332835671,"Bobby","Gonzalez","bobbygonzalez@gmail.com"
"20-29",25,79918.7351493201,-1.0185244382521,0.492869686413619,"Craig","Morrison","craigmorrison@gmail.com"
"30-39",32,70918.0745470636,-0.619047175236678,0.168948595729978,"Mabel","Gilbert","mabelgilbert@gmail.com"
"30-39",30,88362.0097056588,-0.733183536098228,0.796731238814007,"Túlio","Alves","túlioalves@gmail.com"
"40-49",40,83778.9852555946,-0.162501731790481,0.631794647590646,"Belarmino","Moreira","belarminomoreira@comcast.net"
"50-59",57,70692.3346659091,0.807657335532688,0.160824535536437,"Soren","Leclercq","sorenleclercq@comcast.net"
"30-39",35,32575.1276275733,-0.447842633944354,-1.2109600282073,"Kelly","Ray","kellyray@live.com"
"60-69",65,59494.2302306539,1.26420277897889,-0.242179461897685,"Susanna","Franklin","susannafranklin@yahoo.com"
"40-49",41,94001.7669971712,-0.105433551359706,0.999698155775604,"Samuel","Tremblay","samueltremblay@gmail.com"
"30-39",32,135460.739692479,-0.619047175236678,2.49174815605232,"Kadir","Nalbantoglu","kadirnalbantoglu@aol.com"
"30-39",33,96687.2179705988,-0.561978994805904,1.09634375177464,"Elijah","Thompson","elijahthompson@gmail.com"
"50-59",53,58855.1839615543,0.57938461380959,-0.265177836531671,"Gerald","Bryant","geraldbryant@mail.com"
"60-69",62,48210.356650419,1.09299823768656,-0.648270169987452,"Anna","Herrero","annaherrero@gmail.com"
"40-49",42,78000.8701458804,-0.0483653709289317,0.423848427735958,"Amelia","Sims","ameliasims@mail.com"
"20-29",20,38722.3305256435,-1.30386534040597,-0.989730858995286,"Rosie","Griffin","rosiegriffin@yahoo.com"
"40-49",41,89626.1131444726,-0.105433551359706,0.842224540109564,"Bernard","Stanley","bernardstanley@gmail.com"
"30-39",38,55284.4512433136,-0.27663809265203,-0.393683474922516,"John","Pierce","johnpierce@gmail.com"
"30-39",38,104959.999735344,-0.27663809265203,1.39406950887653,"Nikkie","Elstgeest","nikkieelstgeest@live.com"
"70-79",78,43243.2931096116,2.00608912457896,-0.827027786870586,"Gabriel","Koch","gabrielkoch@gmail.com"
"40-49",48,65669.7933230569,0.294043711655716,-0.019929649258898,"Madeleine","Singh","madeleinesingh@gmail.com"
"20-29",22,6493.91047213156,-1.18972897954443,-2.14958627806607,"Timmothy","Pena","timmothypena@gmail.com"
"70-79",70,44584.0558015574,1.54954368113276,-0.778775627088654,"Lotta","Murto","lottamurto@me.com"
"30-39",39,76448.0855783966,-0.219569912221256,0.367965899450203,"Matthias","Freitag","matthiasfreitag@hotmail.com"
"20-29",21,24340.3217921598,-1.2467971599752,-1.50731908513102,"Godfried","Deen","godfrieddeen@verizon.net"
"80-",84,73217.1020173581,2.3484982071636,0.251687354427617,"Solmaz","Spieker","solmazspieker@gmail.com"
"30-39",38,68647.8944086641,-0.27663809265203,0.0872480118534621,"Dennis","Warren","denniswarren@yahoo.com"
"80-",81,38825.4611383608,2.17729366587128,-0.986019333582819,"Barcino","Aragão","barcinoaragão@gmail.com"
"20-29",29,74408.9980509398,-0.790251716529002,0.294582012968846,"Jucemira","Fogaça","jucemirafogaça@gmail.com"
"50-59",53,69398.8743055741,0.57938461380959,0.114274720007261,"Ercília","Da Luz","ercíliada luz@gmail.com"
"20-29",26,106485.832510452,-0.961456257821326,1.44898208013713,"Anne","Möller","annemöller@gmail.com"
"50-59",57,82718.7050073884,0.807657335532688,0.593636655682455,"Diane","Wilson","dianewilson@gmail.com"
"20-29",25,65212.6249347693,-1.0185244382521,-0.0363824952781198,"Josefine","Henke","josefinehenke@gmail.com"
"30-39",36,114667.657412532,-0.39077445351358,1.74343442793479,"Claire","Matthews","clairematthews@gmail.com"
"40-49",49,64810.1422363312,0.351111892086491,-0.0508672803867461,"Elsa","Lecomte","elsalecomte@gmail.com"
"70-79",78,60851.4452610574,2.00608912457896,-0.193335205640504,"Logan","Lam","loganlam@live.com"
"80-",82,52101.5469193584,2.23436184630205,-0.508231715959264,"Marcus","Mortensen","marcusmortensen@gmail.com"
"20-29",25,96857.5941637831,-1.0185244382521,1.10247535086071,"Logan","Fowler","loganfowler@gmail.com"
"50-59",51,17718.3470840063,0.46524825294804,-1.74563462270465,"Amy","Fortin","amyfortin@gmail.com"
"60-69",69,60493.9985983822,1.49247550070198,-0.206199207290111,"Axel","Dumas","axeldumas@gmail.com"
"50-59",53,71667.5391026179,0.57938461380959,0.195920768883914,"Clifford","Hernandez","cliffordhernandez@comcast.net"
"30-39",34,87839.4810815359,-0.504910814375129,0.777926170017514,"David","Nicolas","davidnicolas@live.com"
"60-69",62,83229.1189331428,1.09299823768656,0.612005733557587,"Anne","Garrett","annegarrett@verizon.net"
"30-39",35,100123.409515553,-0.447842633944354,1.2200074429442,"Susie","Viana","susieviana@yahoo.com"
"30-39",33,110486.63772913,-0.561978994805904,1.59296542172897,"Eren","Kutlay","erenkutlay@live.com"
"40-49",46,46070.0393462574,0.179907350794167,-0.725297173471984,"Joona","Laine","joonalaine@gmail.com"
"60-69",65,38787.9610239512,1.26420277897889,-0.987368909852507,"Fabienne","Lemke","fabiennelemke@gmail.com"
"20-29",26,54015.9697671527,-0.961456257821326,-0.439334335612343,"Danielle","Scott","daniellescott@gmail.com"
"20-29",21,5267.65582799689,-1.2467971599752,-2.19371745458043,"Toni","Barnes","tonibarnes@yahoo.com"
"60-69",61,65445.7210354118,1.03593005725579,-0.0279936951121306,"Debra","Washington","debrawashington@yahoo.com"
"20-29",20,30985.2276557574,-1.30386534040597,-1.26817828758922,"Svenja","Riedel","svenjariedel@me.com"
"30-39",31,63860.9021084502,-0.676115355667453,-0.0850290948503208,"Gwendolyn","Shelton","gwendolynshelton@yahoo.com"
"40-49",48,61039.8576954231,0.294043711655716,-0.186554507652314,"Kelly","Foster","kellyfoster@gmail.com"
"50-59",51,54317.1569236128,0.46524825294804,-0.428495034306393,"Umelina","Rezende","umelinarezende@live.com"
"30-39",39,27817.5296370088,-0.219569912221256,-1.38217927513142,"Geralda","Silveira","geraldasilveira@gmail.com"
"50-59",54,46287.238623512,0.636452794240364,-0.717480477576755,"Eeli","Kumpula","eelikumpula@gmail.com"
"30-39",39,27187.3342955125,-0.219569912221256,-1.40485911735434,"Nikolaj","Larsen","nikolajlarsen@live.com"
"30-39",38,97769.8148558674,-0.27663809265203,1.13530488800046,"Monica","Benitez","monicabenitez@live.com"
"50-59",52,76675.5970595675,0.522316433378815,0.376153717031666,"Bill","Porter","billporter@gmail.com"
"40-49",44,119663.806475903,0.0657709899326176,1.92323879178553,"Audrey","Larson","audreylarson@live.com"
"20-29",22,27928.7479792468,-1.18972897954443,-1.37817668373133,"Archie","Chen","archiechen@gmail.com"
"60-69",61,87894.2069411067,1.03593005725579,0.779895676579769,"Luis","Bates","luisbates@yahoo.com"
"40-49",44,76056.5882784528,0.0657709899326176,0.353876463351957,"Rosinalva","Freitas","rosinalvafreitas@aol.com"
"30-39",38,108685.803763433,-0.27663809265203,1.52815594517094,"Aaron","Meunier","aaronmeunier@gmail.com"
"20-29",28,81011.5534011932,-0.847319896959777,0.532198675218838,"Alex","Perrin","alexperrin@yahoo.com"
"20-29",23,33980.2935582118,-1.13266079911365,-1.16039008662659,"Lya","Perrin","lyaperrin@gmail.com"
"50-59",56,104731.426775296,0.750589155101914,1.3858434901662,"Syb","Sanchez","sybsanchez@gmail.com"
"20-29",28,17810.1315512625,-0.847319896959777,-1.74233142907751,"Linda","Perry","lindaperry@gmail.com"
"20-29",27,102172.64732794,-0.904388077390552,1.29375662387567,"Gazi","Kuis","gazikuis@live.com"
"30-39",35,137169.066392112,-0.447842633944354,2.55322842647273,"Jan","Löffler","janlöffler@gmail.com"
"20-29",20,34211.4569508649,-1.30386534040597,-1.15207084189743,"Kaitlin","Woods","kaitlinwoods@msn.com"
"20-29",23,47333.5444262556,-1.13266079911365,-0.679825406266949,"Julien","Gauthier","juliengauthier@gmail.com"
"20-29",20,23725.7843599805,-1.30386534040597,-1.52943542126389,"Mathilde","Vidal","mathildevidal@yahoo.com"
"30-39",35,50702.8873070547,-0.447842633944354,-0.558567504312287,"Ege","Tokgöz","egetokgöz@gmail.com"
"20-29",26,84364.7008837615,-0.961456257821326,0.652873727614918,"Dennis","Klein","dennisklein@live.com"
"30-39",33,28719.9736294537,-0.561978994805904,-1.34970158763364,"Mille","Kristensen","millekristensen@mail.com"
"50-59",59,35972.9379169221,0.921793696394238,-1.0886776243373,"Camille","Clark","camilleclark@yahoo.com"
"30-39",35,97226.2176298312,-0.447842633944354,1.11574158991253,"Lenni","Hatala","lennihatala@aol.com"
"20-29",24,35784.7453845841,-1.07559261868288,-1.09545040836141,"Franz","Walter","franzwalter@me.com"
"60-69",69,31780.456247456,1.49247550070198,-1.23955913126849,"Anna","Giraud","annagiraud@gmail.com"
"80-",89,54331.2647601277,2.63383910931748,-0.42798731315202,"Ava","Gonzalez","avagonzalez@hotmail.com"
"30-39",31,106838.497843668,-0.676115355667453,1.4616740084777,"Lærke","Kristensen","lærkekristensen@yahoo.com"
"40-49",48,92428.6014575897,0.294043711655716,0.943082145026415,"Cody","Ward","codyward@yahoo.com"
"20-29",29,94749.7001471487,-0.790251716529002,1.026615215801,"Kuzey","Kavaklioglu","kuzeykavaklioglu@gmail.com"
"50-59",51,85842.6003543843,0.46524825294804,0.70606124679822,"Mia","Gagné","miagagné@gmail.com"
"80-",85,39969.0806225935,2.40556638759438,-0.944862080017803,"Sharron","Ferguson","sharronferguson@comcast.net"
"20-29",28,53777.9699417616,-0.847319896959777,-0.447899613921346,"Tim","Herzog","timherzog@gmail.com"
"40-49",45,75685.0432681174,0.122839170363392,0.340505082038486,"Johan","Petersen","johanpetersen@mail.com"
"30-39",36,78648.6949098888,-0.39077445351358,0.447162728030413,"Marcus","Elliott","marcuselliott@yahoo.com"
"20-29",20,22624.1526462107,-1.30386534040597,-1.5690815941422,"Cory","Graves","corygraves@yahoo.com"
"20-29",26,103538.495939652,-0.961456257821326,1.34291159055707,"Jessica","Castillo","jessicacastillo@gmail.com"
"40-49",47,39283.0025799354,0.236975531224942,-0.969553061901532,"Brayden","Craig","braydencraig@yahoo.com"
"20-29",20,48155.8312529512,-1.30386534040597,-0.650232462201126,"Ross","Hunter","rosshunter@gmail.com"
"20-29",28,72372.7463465707,-0.847319896959777,0.221300183763965,"Eléonore","Roger","eléonoreroger@yahoo.com"
"20-29",21,30933.9921687588,-1.2467971599752,-1.27002218056149,"Noémie","Liu","noémieliu@yahoo.com"
"30-39",37,44550.8250530403,-0.333706273082805,-0.779971554896575,"Evan","Roy","evanroy@gmail.com"
"50-59",59,57232.1723792183,0.921793696394238,-0.323587736112893,"Tristan","Mortensen","tristanmortensen@gmail.com"
"30-39",31,139805.465329164,-0.676115355667453,2.64810870881034,"Victor","Moya","victormoya@gmail.com"
"40-49",44,143767.41683599,0.0657709899326176,2.79069376006814,"Katrine","Christensen","katrinechristensen@gmail.com"
"10-19",19,22823.8231136052,-1.36093352083675,-1.56189573541095,"Farhana","Jansen","farhanajansen@gmail.com"
"20-29",20,31419.5990584319,-1.30386534040597,-1.25254587295503,"Mike","Nelson","mikenelson@gmail.com"
"60-69",63,86149.540155008,1.15006641811734,0.717107577660571,"Scarlett","Hunter","scarletthunter@gmail.com"
"30-39",34,40858.5676046358,-0.504910814375129,-0.912850697064444,"Jasper","Chen","jasperchen@gmail.com"
"30-39",39,110588.395069974,-0.219569912221256,1.59662752502204,"Sharon","Coleman","sharoncoleman@yahoo.com"
"30-39",33,57955.9792940394,-0.561978994805904,-0.297538945290313,"Romarilda","Da Paz","romarildada paz@mail.com"
"30-39",39,17744.1636821288,-0.219569912221256,-1.74470551972086,"Renee","Lopez","reneelopez@live.com"
"70-79",76,17666.2482675263,1.89195276371741,-1.74750958568829,"Adèle","Gonzalez","adèlegonzalez@gmail.com"
"20-29",25,89994.4376387894,-1.0185244382521,0.855480019590113,"Anna","Montgomery","annamontgomery@gmail.com"
"30-39",39,36682.2835940627,-0.219569912221256,-1.063149273079,"Bradley","Miles","bradleymiles@live.com"
"50-59",59,39214.7283186604,0.921793696394238,-0.972010156347719,"Alina","Hildebrandt","alinahildebrandt@gmail.com"
"30-39",38,47619.4325003016,-0.27663809265203,-0.669536697376492,"Joseph","Stanley","josephstanley@me.com"
"30-39",31,57981.5905827855,-0.676115355667453,-0.296617231101649,"Amber","Li","amberli@gmail.com"
"50-59",52,72215.2450926145,0.522316433378815,0.215631935596409,"Karen","Mitchell","karenmitchell@me.com"
"60-69",66,43500.8912703256,1.32127095940966,-0.817757192092725,"Mitchell","Adams","mitchelladams@verizon.net"
"60-69",63,69573.1304956329,1.15006641811734,0.120545954712863,"Leevi","Lammi","leevilammi@gmail.com"
"60-69",67,21734.5265595301,1.37833913984043,-1.60109798327545,"Aaron","Rey","aaronrey@gmail.com"
"30-39",37,40963.6493790591,-0.333706273082805,-0.909068952091899,"Mandy","Ford","mandyford@gmail.com"
"20-29",25,55413.7961281546,-1.0185244382521,-0.389028534799393,"Magliane","Martins","maglianemartins@gmail.com"
"60-69",64,60020.677428395,1.20713459854811,-0.223233369159015,"Judy","Nguyen","judynguyen@gmail.com"
"30-39",39,58890.4383756088,-0.219569912221256,-0.263909079852958,"Claire","Horton","clairehorton@gmail.com"
"40-49",41,64323.3732946823,-0.105433551359706,-0.0683854086061686,"Miguel","Moreno","miguelmoreno@mail.com"
"60-69",60,57485.7755610853,0.978861876825012,-0.314460914993718,"Luukas","Toivonen","luukastoivonen@live.com"
"50-59",52,100963.243646949,0.522316433378815,1.25023188977724,"Lucien","David","luciendavid@gmail.com"
"20-29",26,60583.9468024586,-0.961456257821326,-0.202962098187012,"Melanie","James","melaniejames@aol.com"
"30-39",33,79588.251454381,-0.561978994805904,0.480976043974641,"Léandro","Roger","léandroroger@aol.com"
"20-29",20,33595.4003253339,-1.30386534040597,-1.17424185165807,"Sophie","Roussel","sophieroussel@gmail.com"
"30-39",31,22897.1460278975,-0.676115355667453,-1.5592569470576,"Afonsina","Lima","afonsinalima@gmail.com"
"50-59",57,56091.9663328343,0.807657335532688,-0.364622144860201,"Hanaé","Leclerc","hanaéleclerc@aol.com"
"40-49",47,67933.7196238304,0.236975531224942,0.0615458678148247,"Edzard","Vijfvinkel","edzardvijfvinkel@live.com"
"50-59",59,70557.0023886955,0.921793696394238,0.155954117599698,"Jelmar","Van Sluijs","jelmarvan sluijs@live.com"
"30-39",34,35155.3961210573,-0.504910814375129,-1.11809980143057,"Addison","Gagnon","addisongagnon@gmail.com"
"10-19",18,13598.1217656764,-1.41800170126752,-1.8939157253874,"Faith","Castillo","faithcastillo@gmail.com"
"20-29",27,96869.8674311436,-0.904388077390552,1.10291704845662,"Kübra","Demirel","kübrademirel@gmail.com"
"30-39",34,44171.7513152478,-0.504910814375129,-0.793613884501192,"Emeline","Lefevre","emelinelefevre@yahoo.com"
"70-79",78,56729.5594754962,2.00608912457896,-0.341676066198856,"Yolanda","Suarez","yolandasuarez@gmail.com"
"30-39",35,80960.9487198226,-0.447842633944354,0.530377484052142,"Alicia","Caballero","aliciacaballero@gmail.com"
"20-29",25,83215.1316562217,-1.0185244382521,0.611502351173094,"Flenn","Bell","flennbell@gmail.com"
"50-59",53,66822.7074986927,0.57938461380959,0.0215621071509541,"Axelle","Vincent","axellevincent@hotmail.com"
"70-79",77,77336.0699141993,1.94902094414818,0.399923204283038,"Ambre","Schmitt","ambreschmitt@gmail.com"
"60-69",66,60349.5432949317,1.32127095940966,-0.211397950084278,"Julian","Wahl","julianwahl@yahoo.com"
"50-59",52,53976.4551512562,0.522316433378815,-0.440756410951561,"Valtteri","Saari","valtterisaari@verizon.net"
"40-49",43,92521.2961858436,0.00870280950184294,0.946418097664058,"Méline","Robin","mélinerobin@gmail.com"
"70-79",71,68586.6079890227,1.60661186156353,0.0850423999798891,"Leo","John","leojohn@live.com"
"20-29",26,61086.2525412237,-0.961456257821326,-0.184884822534973,"Nalan","Alpugan","nalanalpugan@yahoo.com"
"40-49",47,66615.7975543634,0.236975531224942,0.014115709847223,"Laura","Adam","lauraadam@live.com"
"60-69",60,76483.9649879646,0.978861876825012,0.369257148836658,"Jared","Roberts","jaredroberts@me.com"
"60-69",60,51055.904325175,0.978861876825012,-0.545862919327631,"Henri","Hoffmann","henrihoffmann@live.com"
"20-29",28,81207.1956601463,-0.847319896959777,0.539239564405129,"Leo","White","leowhite@me.com"
"60-69",64,87376.1237964493,1.20713459854811,0.761250594324344,"Min","Steenbergen","minsteenbergen@comcast.net"
"30-39",36,91170.703283753,-0.39077445351358,0.897812162472468,"Juultje","Schoof","juultjeschoof@live.com"
"70-79",74,51687.7661152875,1.77781640285586,-0.523123103967495,"Arnaud","Chu","arnaudchu@gmail.com"
"40-49",40,41790.2221436034,-0.162501731790481,-0.87932176316296,"Aventino","Lima","aventinolima@yahoo.com"
"20-29",21,26900.5888755495,-1.2467971599752,-1.41517868091612,"Sherri","Gomez","sherrigomez@live.com"
"50-59",59,71146.4791557684,0.921793696394238,0.177168555712724,"Willard","Walters","willardwalters@mail.com"
"20-29",27,87036.8540988775,-0.904388077390552,0.749040756032496,"Enni","Wirkkala","enniwirkkala@gmail.com"
"40-49",48,63062.1081009445,0.294043711655716,-0.113776565461304,"Eemil","Tolonen","eemiltolonen@mail.com"
"40-49",44,66343.7471018567,0.0657709899326176,0.00432499745497333,"Ladan","De Man","ladande man@gmail.com"
"10-19",19,23144.3894511572,-1.36093352083675,-1.55035900468806,"Ali","Duygulu","aliduygulu@gmail.com"
"50-59",55,65569.3877439041,0.693520974671139,-0.0235431045536957,"Elouan","Meyer","elouanmeyer@gmail.com"
"40-49",41,73417.236110417,-0.105433551359706,0.258889898393153,"Phoenix","Thompson","phoenixthompson@yahoo.com"
"20-29",23,21265.8049177135,-1.13266079911365,-1.61796661460749,"Arlene","Sims","arlenesims@gmail.com"
"40-49",49,86475.454082333,0.351111892086491,0.728836760603169,"Laura","Stone","laurastone@gmail.com"
"30-39",36,67643.3791589462,-0.39077445351358,0.0510969236527366,"Astrid","Hansen","astridhansen@gmail.com"
"30-39",38,92558.4581625539,-0.27663809265203,0.947755504834476,"Jesse","Hansen","jessehansen@msn.com"
"60-69",66,63693.9165400026,1.32127095940966,-0.09103867013043,"Tessa","Michel","tessamichel@gmail.com"
"40-49",48,65047.5418461762,0.294043711655716,-0.0423236029893799,"Tamara","Ward","tamaraward@yahoo.com"
"40-49",48,62310.3840537224,0.294043711655716,-0.140830054536123,"Damanja","De Boo","damanjade boo@gmail.com"
"40-49",41,84217.7539935362,-0.105433551359706,0.647585316124053,"Naomi","Murphy","naomimurphy@gmail.com"
"20-29",24,29241.9291040047,-1.07559261868288,-1.33091714568252,"Andrea","Diaz","andreadiaz@msn.com"
"30-39",39,108296.365759327,-0.219569912221256,1.51414062022779,"Leo","Kantola","leokantola@verizon.net"
"20-29",25,104537.950429011,-1.0185244382521,1.37888054912447,"Dwayne","Davies","dwaynedavies@verizon.net"
"40-49",40,79379.4623866398,-0.162501731790481,0.473462019667515,"Alexis","Abraham","alexisabraham@live.com"
"50-59",50,84692.8937517128,0.408180072517266,0.664684926419006,"Corinta","Araújo","corintaaraújo@yahoo.com"
"30-39",34,32941.1184196834,-0.504910814375129,-1.19778853538035,"Cornelius","Wirth","corneliuswirth@comcast.net"
"40-49",42,93508.8519411234,-0.0483653709289317,0.981958837560521,"Tina","Berry","tinaberry@aol.com"
"20-29",27,125404.379408922,-0.904388077390552,2.12983392160815,"Maria","Moraes","mariamoraes@gmail.com"
"20-29",27,49309.924956368,-0.904388077390552,-0.608698256248713,"Saana","Laakso","saanalaakso@live.com"
"20-29",26,38146.7443872741,-0.961456257821326,-1.01044539295697,"Alison","Rose","alisonrose@gmail.com"
"20-29",21,42382.928461534,-1.2467971599752,-0.857991098065886,"Erik","Olson","erikolson@gmail.com"
"30-39",35,69477.1005945584,-0.447842633944354,0.117089973905577,"Constance","Riviere","constanceriviere@gmail.com"
"10-19",19,26664.8659734789,-1.36093352083675,-1.42366201596362,"Alizee","Gerard","alizeegerard@gmail.com"
"20-29",23,26693.9632317477,-1.13266079911365,-1.42261484664452,"Kenan","Eronat","kenaneronat@gmail.com"
"70-79",72,58524.9570627482,1.66368004199431,-0.277062237239718,"Alberico","Da Mota","albericoda mota@live.com"
"20-29",26,43763.7889344848,-0.961456257821326,-0.80829587565432,"Darrell","Sanchez","darrellsanchez@mail.com"
"40-49",47,84072.3477132416,0.236975531224942,0.642352349013453,"Maëly","Chevalier","maëlychevalier@me.com"
"50-59",58,47664.8097495194,0.864725515963463,-0.667903634126093,"Aiman","Van Amelsfort","aimanvan amelsfort@gmail.com"
"70-79",78,39882.853862088,2.00608912457896,-0.947965259611316,"Leevi","Kyllonen","leevikyllonen@gmail.com"
"50-59",50,26872.2739128463,0.408180072517266,-1.41619769652028,"Marente","Thewissen","marentethewissen@mail.com"
"30-39",37,68073.1107042254,-0.333706273082805,0.0665623563580989,"Udo","Teixeira","udoteixeira@aol.com"
"50-59",50,68036.6207561101,0.408180072517266,0.0652491345497426,"William","Roche","williamroche@gmail.com"
"50-59",58,76897.9802595567,0.864725515963463,0.384156975000549,"Juno","Woldhuis","junowoldhuis@gmail.com"
"20-29",21,37732.3902391851,-1.2467971599752,-1.02535741480841,"Eline","Perez","elineperez@gmail.com"
"20-29",24,37200.1044367129,-1.07559261868288,-1.04451363070316,"Sandra","Frey","sandrafrey@gmail.com"
"60-69",62,62800.5054899163,1.09299823768656,-0.123191274762608,"Lisa","Lefevre","lisalefevre@verizon.net"
"40-49",49,71421.4939011473,0.351111892086491,0.187065948827945,"Katja","Langer","katjalanger@gmail.com"
"30-39",35,42017.8520964211,-0.447842633944354,-0.871129681953889,"Enola","Dupuis","enoladupuis@gmail.com"
"30-39",34,106287.62907127,-0.504910814375129,1.4418490176838,"Léonie","Laurent","léonielaurent@gmail.com"
"50-59",54,67034.5665854675,0.636452794240364,0.0291866171166035,"Peterke","Pasman","peterkepasman@gmail.com"
"30-39",30,71583.9804383447,-0.733183536098228,0.192913610313725,"Mélody","Dupont","mélodydupont@gmail.com"
"60-69",62,91479.6470787297,1.09299823768656,0.908930614267407,"Louka","Dufour","loukadufour@gmail.com"
"20-29",22,57397.1152035164,-1.18972897954443,-0.317651676315939,"Brent","Porter","brentporter@mail.com"
"20-29",26,95096.3576931324,-0.961456257821326,1.0390909323457,"Ione","Dias","ionedias@gmail.com"
"20-29",26,125961.513675675,-0.961456257821326,2.14988439871409,"Dennis","Hernandez","dennishernandez@gmail.com"
"40-49",45,69500.6963674103,0.122839170363392,0.117939152517622,"Amelia","Murphy","ameliamurphy@gmail.com"
"30-39",33,26074.1729513274,-0.561978994805904,-1.44492022538289,"Vickie","Neal","vickieneal@gmail.com"
"20-29",27,120292.402063086,-0.904388077390552,1.94586106110521,"Gaspard","Chevalier","gaspardchevalier@msn.com"
"40-49",45,88363.0802044623,0.122839170363392,0.796769764557319,"Samuel","Johnson","samueljohnson@yahoo.com"
"50-59",59,99182.8143636089,0.921793696394238,1.18615674898146,"Ilma","Da Rosa","ilmada rosa@gmail.com"
"20-29",23,29733.359195616,-1.13266079911365,-1.31323126924479,"Agustin","Lopez","agustinlopez@yahoo.com"
"50-59",52,103401.668589028,0.522316433378815,1.33798736703525,"Beatrice","Abraham","beatriceabraham@live.com"
"40-49",45,64950.0779981083,0.122839170363392,-0.045831189528135,"Alison","Miles","alisonmiles@gmail.com"
"70-79",70,52189.6583176354,1.54954368113276,-0.505060710908325,"Gilbert","Moore","gilbertmoore@gmail.com"
"60-69",61,15573.9819699649,1.03593005725579,-1.82280730116228,"Begoña","Romero","begoñaromero@gmail.com"
"20-29",21,29255.3883453681,-1.2467971599752,-1.3304327665536,"Frank","West","frankwest@verizon.net"
"30-39",34,89626.0455663521,-0.504910814375129,0.842222108068243,"Anton","Lakso","antonlakso@live.com"
"40-49",49,59724.3797045945,0.351111892086491,-0.233896706674095,"Simon","Christensen","simonchristensen@gmail.com"
"30-39",32,67487.7886092362,-0.619047175236678,0.0454974390382966,"Benito","Ortiz","benitoortiz@live.com"
"20-29",25,78025.4818994869,-1.0185244382521,0.424734170063567,"Terrance","Cruz","terrancecruz@msn.com"
"30-39",37,67441.8784881613,-0.333706273082805,0.0438451984807231,"Mia","Thompson","miathompson@yahoo.com"
"20-29",24,30752.3252224842,-1.07559261868288,-1.27656011793952,"Väinö","Wuori","väinöwuori@gmail.com"
"30-39",30,48142.2721822003,-0.733183536098228,-0.650720434049013,"Terry","Holmes","terryholmes@me.com"
"40-49",42,92012.1155780962,-0.0483653709289317,0.928093405165915,"Audete","Castro","audetecastro@gmail.com"
"20-29",27,99093.0490974066,-0.904388077390552,1.18292622355464,"Adosindo","Viana","adosindoviana@gmail.com"
"20-29",23,39841.2281357112,-1.13266079911365,-0.949463310841588,"Alão","Monteiro","alãomonteiro@gmail.com"
"60-69",65,60095.8371032695,1.26420277897889,-0.220528478380813,"Danny","Graves","dannygraves@hotmail.com"
"50-59",58,104647.239473961,0.864725515963463,1.38281370783408,"Levi","Larson","levilarson@aol.com"
"40-49",48,89338.8104131587,0.294043711655716,0.831884919697674,"Clifford","Simpson","cliffordsimpson@yahoo.com"
"30-39",32,92213.7507856048,-0.619047175236678,0.935349972125015,"Alexis","Wong","alexiswong@gmail.com"
"70-79",73,43561.0467294344,1.72074822242508,-0.815592281894888,"Ethan","King","ethanking@comcast.net"
"20-29",28,61977.9774314305,-0.847319896959777,-0.152792900420598,"Saana","Anttila","saanaanttila@aol.com"
"20-29",25,85748.105317003,-1.0185244382521,0.70266050357221,"Annabelle","Wilson","annabellewilson@yahoo.com"
"80-",81,65056.806063669,2.17729366587128,-0.0419901968576294,"Abbie","Flores","abbieflores@gmail.com"
